Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Interior Franchise Fund,0.388,b,,,,0.388,908
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",0.105,b,,,,0.105,909
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",3.12,b,,,,3.12,910
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Pacific Coastal Salmon Recovery,0.076,b,,,,0.076,911
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Procurement, Acquisition and Construction",1.715,b,,,,1.715,912
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Farm Credit System Insurance Fund,-0.153,b,,,,-0.153,913
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Administrative and Operating Expenses,0.075,b,,,,0.075,914
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,-0.075,b,,,,-0.075,915
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,9.162,b,,,,9.162,916
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Program Account,0.415,b,,,,0.415,917
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Discrimination Claims Settlement,1.15,b,,,,1.15,918
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Liquidating Account,-0.163,b,,,,-0.163,919
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Commodity Credit Corporation Fund,6.522,b,,,,6.522,920
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Disaster Relief Fund,1.395,b,,,,1.395,921
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Salaries and Expenses,1.207,b,,,,1.207,922
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Tobacco Trust Fund,0.96,b,,,,0.96,923
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Departmental Administration,0.082,b,,,,0.082,924
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Deposits of Fees, Inspection and Grading of Farm Products, AMS",-0.151,b,,,,-0.151,925
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Economic Research Service,0.086,b,,,,0.086,926
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),National Agricultural Statistics Service,0.178,b,,,,0.178,927
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,1.135,b,,,,1.135,928
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0.337,b,,,,0.337,929
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0.478,b,,,,0.478,930
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Integrated Activities,0.083,b,,,,0.083,931
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0.613,b,,,,0.613,932
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0.095,b,,,,0.095,933
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.857,b,,,,0.857,934
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.27,b,,,,0.27,935
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Marketing Services,0.081,b,,,,0.081,936
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Payments to States and Possessions,0.054,b,,,,0.054,937
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Expenses and Refunds, Inspection and Grading of Farm Products",0.15,b,,,,0.15,938
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Agriculture Buildings and Facilities and Rental Payments,0.244,b,,,,0.244,939
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0.177,b,,,,0.177,940
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Civil Rights,0.054,b,,,,0.054,941
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Inspector General,0.092,b,,,,0.092,942
"--Federal Intergovernmental - Natural Resources, Agriculture (Disc. 2005) (B54)",Other Spending,"Agriculture, forestry, fishing and hunti","Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,,0,0,0,0,943
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Federal Intergovernmental  Natural Resources (B59),,0,g,-2.6,0,0,-2.6,944
--Current Operations - Agriculture - Other (Disc. 2005) (E54),Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  Agriculture  Other (Disc. 2005) (E54),,0,,0,0,0,0,945
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  State Fish and Game (E55),,0,g,0,3.1,0,3.1,946
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  State Forestry (E56),,0,g,0,1.7,0,1.7,947
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  Natural Resources  Other (E59),,0,g,0,1.4,5.2,6.5,948
--Construction - Agriculture - Other (Disc. 2005) (F54),Other Spending,"Agriculture, forestry, fishing and hunti",Construction  Agriculture  Other (Disc. 2005) (F54),,0,,0,0,0,0,949
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Construction  State Fish and Game (F55),,0,g,0,0.1,0,0.1,950
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Construction  State Forestry (F56),,0,g,0,0.1,0,0.1,951
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Construction  Natural Resources  Other (F59),,0,g,0,1,1.4,2.4,952
--Other Capital Outlay - Agriculture - Other (Disc. 2005) (G54),Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Agriculture  Other (Disc. 2005) (G54),,0,,0,0,0,0,953
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Fish and Game (G55),,0,g,0,0.5,0,0.5,954
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Forestry (G56),,0,g,0,0.2,0,0.2,955
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Natural Resources  Other (G59),,0,g,0,0.4,0.9,1.3,956
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Payment Where Specified Energy Property Credit Exceeds Liability for Tax,2.144,b,,,,2.144,957
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Grants for Specified Energy Property in Lieu of Tax Credits, Recovery Act",1.705,b,,,,1.705,958
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southwestern Power Administration",-0.078,b,,,,-0.078,959
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southeastern Power Administration",-0.179,b,,,,-0.179,960
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Electric Energy, Bonneville Power Administration",-0.09,b,,,,-0.09,961
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Power and Other Utilities (WAPA)",-0.189,b,,,,-0.189,962
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Nuclear Waste Disposal Fund,-0.783,b,,,,-0.783,963
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"General Fund Payment  Defense, Decontamination and Decommissioning Fund",-0.463,b,,,,-0.463,964
---Title 17 Innovative Technology Loan Guarantee Program,Other Spending,Fuel and energy,Energy supply (271),Title 17 Innovative Technology Loan Guarantee Program,0.55,b,,,,0.55,965
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Fossil Energy Research and Development,1.668,b,,,,1.668,966
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Nondefense Environmental Cleanup,0.223,b,,,,0.223,967
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Electricity Delivery and Energy Reliability,0.786,b,,,,0.786,968
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Nuclear Energy,0.764,b,,,,0.764,969
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Energy Efficiency and Renewable Energy,1.529,b,,,,1.529,970
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Energy Transformation Acceleration Fund, Recovery Act",0.07,b,,,,0.07,971
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Advanced Research Projects Agency,0.271,b,,,,0.271,972
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Uranium Enrichment Decontamination and Decommissioning Fund,0.518,b,,,,0.518,973
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Western Area Power Administration, Borrowing Authority, Recovery Act.",0.218,b,,,,0.218,974
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",0.31,b,,,,0.31,975
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Tennessee Valley Authority Fund,0.945,b,,,,0.945,976
#NAME?,Other Spending,Fuel and energy,Energy supply (271),"Rural Electrification and Telephone Loans, Negative Subsidies",-0.183,b,,,,-0.183,977
#NAME?,Other Spending,Fuel and energy,Energy supply (271),Rural Electrification and Telecommunications Liquidating Account,-0.478,b,,,,-0.478,978
#NAME?,Other Spending,Fuel and energy,Energy conservation (272),Energy Efficiency and Renewable Energy,1.01,b,,,,1.01,979
#NAME?,Other Spending,Fuel and energy,Energy conservation (272),Energy Efficiency and Renewable Energy,1.682,b,,,,1.682,980
#NAME?,Other Spending,Fuel and energy,Energy conservation (272),Advanced Technology Vehicles Manufacturing Loan Program Account,0.361,b,,,,0.361,981
#NAME?,Other Spending,Fuel and energy,Energy conservation (272),"Advanced Vehicles, Community Deployment Challenge",0.15,b,,,,0.15,982
#NAME?,Other Spending,Fuel and energy,Energy conservation (272),Home Energy Retrofit Rebate Program,0.3,b,,,,0.3,983
#NAME?,Other Spending,Fuel and energy,Emergency energy preparedness (274),Strategic Petroleum Reserve,0.25,b,,,,0.25,984
#NAME?,Other Spending,Fuel and energy,Emergency energy preparedness (274),SPR Petroleum Account,0.096,b,,,,0.096,985
#NAME?,Other Spending,Fuel and energy,"Energy information, policy, and regulation (276)",Energy Information Administration,0.112,b,,,,0.112,986
#NAME?,Other Spending,Fuel and energy,"Energy information, policy, and regulation (276)",Departmental Administration,0.175,b,,,,0.175,987
#NAME?,Other Spending,Fuel and energy,"Energy information, policy, and regulation (276)",Salaries and Expenses,1.061,b,,,,1.061,988
#NAME?,Other Spending,Fuel and energy,"Energy information, policy, and regulation (276)","Nuclear Facility Fees, Nuclear Regulatory Commission",-0.925,b,,,,-0.925,989
#NAME?,Other Spending,Fuel and energy,"Energy information, policy, and regulation (276)",Electric Reliability Organization,0.1,b,,,,0.1,990
#NAME?,Other Spending,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),Royalties on Outer Continental Shelf Lands,-5.907,b,,,,-5.907,991
#NAME?,Other Spending,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Land and Water Conservation Fund, Rent Receipts, Outer Continental Shelf Lands",-0.702,b,,,,-0.702,992
#NAME?,Other Spending,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Land and Water Conservation Fund, Royalty Receipts, Outer Continental Shelf",-0.195,b,,,,-0.195,993
#NAME?,Other Spending,Fuel and energy,Rents and royalties on the Outer Continental Shelf (953),"Historic Preservation Fund, Rent Receipts, Outer Continental Shelf Lands",-0.15,b,,,,-0.15,994
#NAME?,Other Spending,Fuel and energy,Federal Intergovernmental  Electric Utilities (B92),,0,g,-0.2,0,0,-0.2,995
#NAME?,Other Spending,Fuel and energy,Federal Intergovernmental  Gas Utilities (B93),,0,,0,0,0,0,996
#NAME?,Other Spending,Fuel and energy,Current Operations  Electric Utilities (E92),,0,g,0,11.1,51.6,62.7,997
#NAME?,Other Spending,Fuel and energy,Current Operations  Gas Utilities (E93),,0,g,0,0,8.2,8.2,998
#NAME?,Other Spending,Fuel and energy,Construction  Electric Utilities (F92),,0,g,0,0.8,6,6.8,999
#NAME?,Other Spending,Fuel and energy,Construction  Gas Utilities (F93),,0,g,0,0,0.5,0.5,1000
#NAME?,Other Spending,Fuel and energy,Other Capital Outlay  Electric Utilities (G92),,0,g,0,0.2,1.3,1.5,1001
